Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,TotalSpend,LuxurySpend,BasicSpend,HomePlanet_TargetMean,Destination_TargetMean,VIP_TargetMean,CryoSleep_TargetMean,Cabin_Prefix_TargetMean,GroupSize_TargetMean,MaxSpendCategory_TargetMean,Age_TargetMean,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_nan,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_nan,VIP_False,VIP_True,VIP_nan,CryoSleep_False,CryoSleep_True,CryoSleep_nan,Cabin_Prefix_A,Cabin_Prefix_B,Cabin_Prefix_C,Cabin_Prefix_D,Cabin_Prefix_E,Cabin_Prefix_F,Cabin_Prefix_G,Cabin_Prefix_T,Cabin_Prefix_nan,GroupSize_1,GroupSize_2,GroupSize_3,GroupSize_4,GroupSize_5,GroupSize_6,GroupSize_7,GroupSize_8,MaxSpendCategory_FoodCourt,MaxSpendCategory_None,MaxSpendCategory_RoomService,MaxSpendCategory_ShoppingMall,MaxSpendCategory_Spa,MaxSpendCategory_VRDeck,Transported
50,0,103,0,240,8221,8564,8461,103,0.658845612,0.61,0.506332167,0.328920757,0.680053548,0.538049941,0.124859393,0.5,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
24,56,22,285,1453,0,1816,1453,78,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.452445369,0.104712042,0.432098765,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
26,807,0,0,0,40,847,40,807,0.42394611,0.503768844,0.506332167,0.328920757,0.516217272,0.452445369,0.140734266,0.47761194,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE
24,215,0,0,0,350,565,350,215,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.124859393,0.432098765,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
15,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.452445369,0.786476868,0.587096774,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
42,1188,39,3,3,0,1233,3,1227,0.42394611,0.503768844,0.506332167,0.328920757,0.439871152,0.452445369,0.140734266,0.445378151,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE
51,0,0,0,0,880,880,880,0,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.124859393,0.355932203,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
43,635,53,0,3,0,691,3,688,0.42394611,0.503768844,0.506332167,0.328920757,0.357305936,0.538049941,0.140734266,0.5078125,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,TRUE
31,0,0,0,0,0,0,0,0,0.42394611,0.61,0.506332167,0.817583141,0.516217272,0.538049941,0.786476868,0.410891089,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
14,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.538049941,0.786476868,0.557971014,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
31,13,0,0,679,0,692,679,13,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.538049941,0.104712042,0.410891089,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
33,0,1513,5,63,144,1725,207,1513,0.658845612,0.471174979,0.506332167,0.328920757,0.49609375,0.452445369,0.585867621,0.466292135,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
21,0,496,0,3867,30,4393,3897,496,0.42394611,0.61,0.506332167,0.328920757,0.516217272,0.452445369,0.104712042,0.405144695,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
13,56,1706,15,0,23,1800,23,1762,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.452445369,0.585867621,0.510638298,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
29,286,545,0,0,0,831,0,831,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.585867621,0.486956522,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
22,0,11594,0,10247,1,21842,10248,11594,0.658845612,0.471174979,0.506332167,0.328920757,0.734274711,0.452445369,0.585867621,0.457044674,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
22,1035,0,264,0,0,1299,0,1035,0.523024446,0.471174979,0.506332167,0.328920757,0.357305936,0.452445369,0.140734266,0.457044674,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE
18,0,0,0,0,0,0,0,0,0.42394611,0.503768844,0.506332167,0.817583141,0.516217272,0.593137255,0.786476868,0.5,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,TRUE
35,0,0,0,0,0,0,0,0,0.42394611,0.61,0.506332167,0.817583141,0.516217272,0.593137255,0.786476868,0.514619883,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,TRUE
20,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.593137255,0.786476868,0.454873646,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,TRUE
18,0,0,1609,0,0,1609,0,0,0.42394611,0.471174979,0.506332167,0.328920757,0.357305936,0.452445369,0.511777302,0.5,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
66,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.452445369,0.786476868,0.571428571,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
33,0,0,0,0,0,0,0,0,0.503623605,0.471174979,0.506332167,0.817583141,0.734274711,0.640776699,0.786476868,0.466292135,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,TRUE
48,0,0,0,0,0,0,0,0,0.658845612,0.61,0.506332167,0.817583141,0.734274711,0.640776699,0.786476868,0.541666667,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,TRUE
38,0,1198,48,278,1244,2768,1522,1198,0.658845612,0.61,0.506332167,0.328920757,0.734274711,0.640776699,0.124859393,0.440993789,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE
62,0,0,0,0,0,0,0,0,0.658845612,0.471174979,0.506332167,0.817583141,0.734274711,0.640776699,0.786476868,0.5,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,TRUE
19,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.452445369,0.786476868,0.470989761,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
44,2267,0,107,0,0,2374,0,2267,0.523024446,0.61,0.506332167,0.328920757,0.502512563,0.538049941,0.140734266,0.547826087,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,FALSE
25,1410,123,26,9,812,2380,821,1533,0.523024446,0.61,0.506332167,0.328920757,0.433054393,0.538049941,0.140734266,0.481481481,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,FALSE
15,348,1627,0,0,0,1975,0,1975,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.585867621,0.587096774,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
20,12,177,1110,0,0,1299,0,189,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.511777302,0.454873646,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
34,233,0,0,1054,156,1443,1210,233,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.104712042,0.52027027,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
23,821,0,863,664,0,2348,664,821,0.523024446,0.471174979,0.506332167,0.328920757,0.357305936,0.452445369,0.511777302,0.469178082,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
45,0,0,2332,84,0,2416,84,0,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.511777302,0.471910112,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
39,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.452445369,0.786476868,0.449275362,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
33,0,0,0,0,0,0,0,0,0.42394611,0.503768844,0.506332167,0.817583141,0.516217272,0.452445369,0.786476868,0.466292135,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
14,0,0,325,247,305,877,552,0,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.538049941,0.511777302,0.557971014,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
26,178,0,3,0,704,885,704,178,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.538049941,0.124859393,0.47761194,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
47,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.452445369,0.786476868,0.534090909,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
28.82793047,0,0,0,0,0,0,0,0,0.523024446,0.471174979,0.506332167,0.817583141,0.433054393,0.452445369,0.786476868,0.503623605,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
28,0,0,0,0,0,0,0,0,0.42394611,0.61,0.506332167,0.817583141,0.516217272,0.452445369,0.786476868,0.561797753,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
22,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.452445369,0.786476868,0.457044674,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
17,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.452445369,0.786476868,0.563291139,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
16,0,458,725,0,0,1183,0,458,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.538049941,0.511777302,0.544217687,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
9,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.538049941,0.786476868,0.571428571,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
15,0,0,973,29,0,1002,29,0,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.511777302,0.587096774,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
33,0,4372,0,4103,0,8475,4103,4372,0.658845612,0.471174979,0.506332167,0.328920757,0.680053548,0.452445369,0.585867621,0.466292135,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
61,0,166,1080,0,16,1262,16,166,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.511777302,0.5625,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
19,0,0,0,692,164,856,856,0,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.104712042,0.470989761,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
61,0,0,0,0,0,0,0,0,0.658845612,0.471174979,0.506332167,0.817583141,0.357305936,0.452445369,0.786476868,0.5625,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
42,0,29,317,434,45,825,479,29,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.452445369,0.104712042,0.445378151,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
4,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.59245283,0.786476868,0.746478873,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,FALSE
12,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.59245283,0.786476868,0.707317073,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,TRUE
0,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.503623605,0.328920757,0.516217272,0.59245283,0.786476868,0.808988764,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,TRUE
19,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.59245283,0.786476868,0.470989761,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,TRUE
28.82793047,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.59245283,0.786476868,0.503623605,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,TRUE
29,0,173,0,0,1155,1328,1155,173,0.42394611,0.503768844,0.506332167,0.328920757,0.439871152,0.452445369,0.124859393,0.486956522,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
59,0,664,0,144,141,949,285,664,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.452445369,0.585867621,0.771428571,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
20,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.452445369,0.786476868,0.454873646,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
70,390,0,0,0,518,908,518,390,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.538049941,0.124859393,0.666666667,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
3,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.538049941,0.786476868,0.786666667,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
37,0,0,0,0,0,0,0,0,0.658845612,0.471174979,0.506332167,0.817583141,0.734274711,0.538049941,0.786476868,0.418079096,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
58,0,1975,598,7,3726,6306,3733,1975,0.658845612,0.471174979,0.506332167,0.328920757,0.734274711,0.538049941,0.124859393,0.510638298,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
44,69,0,17,176,2105,2367,2281,69,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.452445369,0.124859393,0.547826087,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
24,0,0,0,0,0,0,0,0,0.523024446,0.471174979,0.506332167,0.817583141,0.357305936,0.452445369,0.786476868,0.432098765,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
20,0,0,0,0,0,0,0,0,0.42394611,0.503768844,0.506332167,0.817583141,0.516217272,0.452445369,0.786476868,0.454873646,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
24,156,0,364,489,383,1392,872,156,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.104712042,0.432098765,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
27,0,0,0,0,0,0,0,0,0.658845612,0.61,0.506332167,0.817583141,0.734274711,0.452445369,0.786476868,0.49034749,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
28,0,0,0,711,0,711,711,0,0.42394611,0.61,0.506332167,0.328920757,0.516217272,0.452445369,0.104712042,0.561797753,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
24,0,217,0,77,510,804,587,217,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.124859393,0.432098765,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
29,0,0,0,0,0,0,0,0,0.523024446,0.471174979,0.506332167,0.817583141,0.439871152,0.452445369,0.786476868,0.486956522,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
25,2029,1,0,0,121,2151,121,2030,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.140734266,0.481481481,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE
20,0,0,53,2,754,809,756,0,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.452445369,0.124859393,0.454873646,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
34,0,1745,6,5,37,1793,42,1745,0.42394611,0.61,0.506332167,0.328920757,0.516217272,0.538049941,0.585867621,0.52027027,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
28,0,0,0,1191,109,1300,1300,0,0.42394611,0.503623605,0.506332167,0.328920757,0.439871152,0.538049941,0.104712042,0.561797753,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
28.82793047,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.357305936,0.452445369,0.786476868,0.503623605,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
23,1,0,1,0,618,620,618,1,0.42394611,0.471174979,0.506332167,0.503623605,0.439871152,0.452445369,0.124859393,0.469178082,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
39,0,11856,13,39,3,11911,42,11856,0.658845612,0.471174979,0.506332167,0.328920757,0.680053548,0.538049941,0.585867621,0.449275362,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
35,0,7636,0,353,705,8694,1058,7636,0.658845612,0.471174979,0.506332167,0.328920757,0.680053548,0.538049941,0.585867621,0.514619883,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
18,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.452445369,0.786476868,0.5,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
20,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.452445369,0.786476868,0.454873646,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
42,0,16,0,144,7492,7652,7636,16,0.658845612,0.471174979,0.506332167,0.328920757,0.49609375,0.538049941,0.124859393,0.445378151,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
32,70,764,724,547,1297,3402,1844,834,0.658845612,0.61,0.506332167,0.328920757,0.49609375,0.538049941,0.124859393,0.43718593,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
50,57,29,0,0,643,729,643,86,0.42394611,0.61,0.506332167,0.328920757,0.439871152,0.452445369,0.124859393,0.5,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
23,0,37,859,9,1,906,10,37,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.452445369,0.511777302,0.469178082,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
19,0,0,0,5381,139,5520,5520,0,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.452445369,0.104712042,0.470989761,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
29,715,47,0,0,0,762,0,762,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.140734266,0.486956522,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE
35,247,436,459,1,1984,3127,1985,683,0.658845612,0.471174979,0.381909548,0.328920757,0.49609375,0.452445369,0.124859393,0.514619883,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
18,0,625,0,0,356,981,356,625,0.42394611,0.471174979,0.506332167,0.328920757,0.357305936,0.452445369,0.585867621,0.5,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
24,160,20,39,552,1,772,553,180,0.42394611,0.503768844,0.506332167,0.328920757,0.516217272,0.452445369,0.104712042,0.432098765,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
23,88,0,586,0,0,674,0,88,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.452445369,0.511777302,0.469178082,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
51,542,0,360,0,0,902,0,542,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.394230769,0.140734266,0.355932203,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,FALSE
